pollster,state,sample_size,methodology,population,candidate_name,party,pct,pollster_rating_name,election_date,poll_start_date,poll_end_date,supports_candidate
InsiderAdvantage,Ohio,659,Online Panel,rv,Donald Trump,REP,59.22073913362039,C,2024-11-05,2024-09-15,2024-10-09,yes
ActiVote,Florida,1270,Text,lv,Jill Stein,GRE,52.12669949704027,A+,2024-11-05,2024-09-04,2024-10-08,yes
ActiVote,Pennsylvania,731,Online Panel,lv,Kamala Harris,DEM,49.108100279549646,C,2024-11-05,2024-09-08,2024-10-08,no
InsiderAdvantage,Arizona,516,App Panel,rv,Kamala Harris,DEM,47.77260519168182,A,2024-11-05,2024-09-08,2024-10-10,no
InsiderAdvantage,Ohio,873,Online Panel,lv,Kamala Harris,DEM,49.12340192043304,C,2024-11-05,2024-09-20,2024-10-09,no
InsiderAdvantage,Ohio,1229,App Panel,lv,Jill Stein,GRE,53.673667161608265,A,2024-11-05,2024-10-03,2024-10-08,yes
YouGov,Florida,1468,App Panel,lv,Jill Stein,GRE,49.27192776464528,A,2024-11-05,2024-09-09,2024-10-10,no
YouGov,Pennsylvania,690,App Panel,lv,Kamala Harris,DEM,45.938615118801025,C,2024-11-05,2024-09-08,2024-10-10,no
InsiderAdvantage,Ohio,795,Online Panel,rv,Donald Trump,REP,48.58666125378791,B,2024-11-05,2024-10-06,2024-10-10,no
InsiderAdvantage,Texas,758,Text,lv,Kamala Harris,DEM,45.84307146673636,A,2024-11-05,2024-10-05,2024-10-08,no
YouGov,Arizona,779,App Panel,lv,Jill Stein,GRE,50.174708209562965,A,2024-11-05,2024-09-26,2024-10-09,yes
ActiVote,Arizona,579,Text,rv,Kamala Harris,DEM,49.82769858260734,A,2024-11-05,2024-09-05,2024-10-09,no
InsiderAdvantage,Ohio,861,Online Panel,lv,Jill Stein,GRE,55.137060107371674,B,2024-11-05,2024-09-26,2024-10-08,yes
InsiderAdvantage,Florida,493,Text,lv,Jill Stein,GRE,46.28183282454019,A+,2024-11-05,2024-09-24,2024-10-10,no
YouGov,Pennsylvania,638,App Panel,rv,Kamala Harris,DEM,40.16508999887549,A,2024-11-05,2024-09-23,2024-10-09,no
YouGov,Arizona,1232,App Panel,rv,Jill Stein,GRE,50.23635757315179,A+,2024-11-05,2024-09-10,2024-10-10,yes
InsiderAdvantage,Florida,549,Text,rv,Jill Stein,GRE,62.652106130860226,C,2024-11-05,2024-09-18,2024-10-10,yes
YouGov,Arizona,470,Text,rv,Donald Trump,REP,50.65373720466463,A,2024-11-05,2024-10-05,2024-10-08,yes
InsiderAdvantage,Ohio,1283,App Panel,lv,Kamala Harris,DEM,49.590554611906335,A+,2024-11-05,2024-10-06,2024-10-09,no
ActiVote,Florida,1330,App Panel,rv,Kamala Harris,DEM,51.67901519762043,B,2024-11-05,2024-09-21,2024-10-08,yes
InsiderAdvantage,Texas,1468,Text,lv,Donald Trump,REP,50.37702941818177,A,2024-11-05,2024-09-03,2024-10-08,yes
InsiderAdvantage,Ohio,705,App Panel,lv,Jill Stein,GRE,37.46669134545024,A,2024-11-05,2024-09-02,2024-10-10,no
ActiVote,Florida,1081,App Panel,lv,Jill Stein,GRE,41.63680672275925,B,2024-11-05,2024-10-04,2024-10-08,no
ActiVote,Arizona,785,App Panel,rv,Jill Stein,GRE,50.8263637987447,A,2024-11-05,2024-09-18,2024-10-10,yes
ActiVote,Texas,1307,Text,rv,Jill Stein,GRE,57.41932401633311,C,2024-11-05,2024-09-17,2024-10-09,yes
YouGov,Florida,597,Text,rv,Jill Stein,GRE,53.763734159972955,B,2024-11-05,2024-09-15,2024-10-09,yes
InsiderAdvantage,Ohio,1387,Text,lv,Donald Trump,REP,48.47056205670945,A+,2024-11-05,2024-09-27,2024-10-09,no
ActiVote,Florida,729,Online Panel,lv,Kamala Harris,DEM,43.73218628379069,A,2024-11-05,2024-09-10,2024-10-08,no
YouGov,Texas,1076,Text,lv,Kamala Harris,DEM,47.0311516928478,A,2024-11-05,2024-09-12,2024-10-10,no
YouGov,Texas,976,App Panel,lv,Donald Trump,REP,52.24288134984263,A+,2024-11-05,2024-09-29,2024-10-10,yes
ActiVote,Texas,1371,Online Panel,rv,Donald Trump,REP,42.661671188525574,B,2024-11-05,2024-10-05,2024-10-10,no
YouGov,Florida,1450,Text,rv,Donald Trump,REP,56.21436573473038,C,2024-11-05,2024-10-04,2024-10-08,yes
YouGov,Texas,1455,Online Panel,lv,Donald Trump,REP,53.561146450444035,A+,2024-11-05,2024-09-11,2024-10-09,yes
ActiVote,Florida,1256,Text,lv,Kamala Harris,DEM,51.04807657992053,C,2024-11-05,2024-09-17,2024-10-09,yes
InsiderAdvantage,Ohio,569,Text,lv,Donald Trump,REP,51.629396969064665,A,2024-11-05,2024-09-10,2024-10-08,yes
InsiderAdvantage,Florida,1376,Text,lv,Jill Stein,GRE,48.74438807828552,A,2024-11-05,2024-09-13,2024-10-08,no
YouGov,Texas,482,Online Panel,rv,Kamala Harris,DEM,49.43425094120279,A+,2024-11-05,2024-10-05,2024-10-10,no
InsiderAdvantage,Florida,617,Online Panel,rv,Kamala Harris,DEM,47.957934852149705,A+,2024-11-05,2024-09-05,2024-10-09,no
ActiVote,Pennsylvania,817,App Panel,lv,Jill Stein,GRE,49.951022968043226,B,2024-11-05,2024-09-06,2024-10-10,no
YouGov,Ohio,1313,Text,lv,Kamala Harris,DEM,48.49215570290198,B,2024-11-05,2024-09-26,2024-10-10,no
InsiderAdvantage,Arizona,1105,Online Panel,lv,Donald Trump,REP,46.3622728078807,A,2024-11-05,2024-09-01,2024-10-09,no
YouGov,Texas,1239,Online Panel,lv,Kamala Harris,DEM,47.889151873095194,B,2024-11-05,2024-09-24,2024-10-08,no
YouGov,Ohio,583,App Panel,lv,Kamala Harris,DEM,50.94362670588314,A,2024-11-05,2024-09-13,2024-10-08,yes
InsiderAdvantage,Arizona,1405,Online Panel,lv,Jill Stein,GRE,48.638100136967296,A,2024-11-05,2024-10-02,2024-10-08,no
YouGov,Texas,1390,Online Panel,lv,Kamala Harris,DEM,57.51507970179856,A+,2024-11-05,2024-10-06,2024-10-09,yes
InsiderAdvantage,Florida,414,App Panel,rv,Kamala Harris,DEM,49.67180718075661,A+,2024-11-05,2024-09-06,2024-10-08,no
YouGov,Florida,1467,Text,lv,Kamala Harris,DEM,45.32052395366083,B,2024-11-05,2024-09-14,2024-10-08,no
ActiVote,Pennsylvania,450,App Panel,lv,Jill Stein,GRE,56.85899379507376,C,2024-11-05,2024-09-07,2024-10-10,yes
YouGov,Ohio,1130,App Panel,lv,Kamala Harris,DEM,60.08892441264383,B,2024-11-05,2024-09-23,2024-10-09,yes
ActiVote,Texas,990,App Panel,lv,Donald Trump,REP,54.30808683309918,C,2024-11-05,2024-10-05,2024-10-08,yes
InsiderAdvantage,Texas,489,App Panel,lv,Donald Trump,REP,56.03313312289811,A,2024-11-05,2024-09-09,2024-10-09,yes
YouGov,Ohio,1085,App Panel,rv,Jill Stein,GRE,51.09730260862871,A,2024-11-05,2024-09-08,2024-10-09,yes
ActiVote,Pennsylvania,754,App Panel,rv,Jill Stein,GRE,49.701887223704894,B,2024-11-05,2024-09-19,2024-10-08,no
ActiVote,Texas,1020,Text,rv,Kamala Harris,DEM,54.983657634948024,C,2024-11-05,2024-09-05,2024-10-09,yes
ActiVote,Florida,1142,Online Panel,lv,Jill Stein,GRE,43.31260631811808,B,2024-11-05,2024-10-02,2024-10-08,no
YouGov,Pennsylvania,749,App Panel,rv,Donald Trump,REP,48.69058325550105,A,2024-11-05,2024-09-07,2024-10-09,no
YouGov,Ohio,1226,App Panel,rv,Jill Stein,GRE,45.68008959741208,C,2024-11-05,2024-09-15,2024-10-10,no
InsiderAdvantage,Arizona,405,App Panel,rv,Kamala Harris,DEM,54.63584601352403,A+,2024-11-05,2024-09-13,2024-10-10,yes
InsiderAdvantage,Arizona,1159,App Panel,lv,Kamala Harris,DEM,50.30934789728971,B,2024-11-05,2024-10-06,2024-10-10,yes
InsiderAdvantage,Arizona,1494,App Panel,lv,Donald Trump,REP,57.110374131006196,A+,2024-11-05,2024-09-25,2024-10-09,yes
ActiVote,Florida,479,Online Panel,lv,Donald Trump,REP,46.2576207186674,A,2024-11-05,2024-10-07,2024-10-10,no
YouGov,Pennsylvania,1319,Text,rv,Donald Trump,REP,46.65197158498309,A+,2024-11-05,2024-09-26,2024-10-10,no
ActiVote,Arizona,797,Online Panel,lv,Donald Trump,REP,50.93438527536577,B,2024-11-05,2024-09-25,2024-10-08,yes
YouGov,Pennsylvania,1432,App Panel,rv,Kamala Harris,DEM,48.7562343005924,A,2024-11-05,2024-09-11,2024-10-09,no
YouGov,Texas,656,Text,rv,Donald Trump,REP,53.31691597096958,A+,2024-11-05,2024-10-06,2024-10-09,yes
ActiVote,Pennsylvania,929,Text,lv,Kamala Harris,DEM,49.919354526277516,C,2024-11-05,2024-09-02,2024-10-08,no
YouGov,Arizona,528,Text,rv,Donald Trump,REP,50.344530527365805,B,2024-11-05,2024-09-05,2024-10-10,yes
InsiderAdvantage,Texas,1139,App Panel,rv,Jill Stein,GRE,47.6324171531961,B,2024-11-05,2024-09-22,2024-10-10,no
InsiderAdvantage,Arizona,960,App Panel,rv,Donald Trump,REP,58.00067163584113,A,2024-11-05,2024-09-28,2024-10-09,yes
YouGov,Ohio,555,Text,lv,Jill Stein,GRE,52.011323091174305,B,2024-11-05,2024-09-05,2024-10-10,yes
YouGov,Florida,1255,Text,lv,Donald Trump,REP,42.26764779345302,A,2024-11-05,2024-10-05,2024-10-08,no
ActiVote,Texas,709,Online Panel,rv,Kamala Harris,DEM,49.7469262128992,A+,2024-11-05,2024-09-27,2024-10-09,no
YouGov,Florida,966,Online Panel,rv,Kamala Harris,DEM,48.13985235593052,C,2024-11-05,2024-10-06,2024-10-08,no
InsiderAdvantage,Ohio,499,Online Panel,rv,Jill Stein,GRE,38.84746571629819,A+,2024-11-05,2024-09-01,2024-10-10,no
ActiVote,Arizona,1480,Text,lv,Donald Trump,REP,57.88149110033064,B,2024-11-05,2024-09-09,2024-10-08,yes
InsiderAdvantage,Texas,671,Online Panel,rv,Kamala Harris,DEM,48.77701453483967,B,2024-11-05,2024-10-07,2024-10-10,no
YouGov,Pennsylvania,1445,Online Panel,rv,Jill Stein,GRE,47.81672871278669,B,2024-11-05,2024-09-11,2024-10-08,no
InsiderAdvantage,Florida,1344,App Panel,rv,Kamala Harris,DEM,52.357375487087,C,2024-11-05,2024-09-06,2024-10-09,yes
ActiVote,Pennsylvania,474,App Panel,lv,Donald Trump,REP,54.91782114499791,A+,2024-11-05,2024-10-02,2024-10-09,yes
InsiderAdvantage,Florida,772,App Panel,lv,Jill Stein,GRE,47.25643437474702,B,2024-11-05,2024-09-17,2024-10-09,no
ActiVote,Pennsylvania,1271,App Panel,rv,Jill Stein,GRE,54.20262062909499,C,2024-11-05,2024-09-07,2024-10-08,yes
InsiderAdvantage,Texas,1105,App Panel,lv,Jill Stein,GRE,59.772669768332996,A,2024-11-05,2024-09-25,2024-10-08,yes
InsiderAdvantage,Florida,449,Text,rv,Jill Stein,GRE,55.271452068504985,A+,2024-11-05,2024-09-23,2024-10-09,yes
InsiderAdvantage,Pennsylvania,974,App Panel,rv,Kamala Harris,DEM,61.08449857380615,C,2024-11-05,2024-09-30,2024-10-09,yes
InsiderAdvantage,Texas,1128,Text,rv,Jill Stein,GRE,52.61050408905015,C,2024-11-05,2024-09-21,2024-10-10,yes
InsiderAdvantage,Pennsylvania,1447,Text,rv,Donald Trump,REP,51.02924363356726,C,2024-11-05,2024-09-03,2024-10-10,yes
InsiderAdvantage,Florida,767,Text,lv,Kamala Harris,DEM,54.346644285307626,A+,2024-11-05,2024-09-07,2024-10-08,yes
InsiderAdvantage,Ohio,1031,Text,rv,Jill Stein,GRE,37.29364614771548,B,2024-11-05,2024-10-01,2024-10-09,no
InsiderAdvantage,Arizona,922,Text,lv,Jill Stein,GRE,52.01659585554323,A,2024-11-05,2024-09-09,2024-10-09,yes
InsiderAdvantage,Arizona,810,Online Panel,lv,Donald Trump,REP,48.73514482262713,A,2024-11-05,2024-10-06,2024-10-09,no
InsiderAdvantage,Arizona,879,Text,lv,Donald Trump,REP,41.340638245630885,C,2024-11-05,2024-10-07,2024-10-09,no
ActiVote,Florida,472,App Panel,lv,Jill Stein,GRE,54.01709481212219,B,2024-11-05,2024-09-14,2024-10-10,yes
ActiVote,Florida,1323,Text,lv,Kamala Harris,DEM,49.985582698876314,B,2024-11-05,2024-09-11,2024-10-08,no
YouGov,Arizona,465,Text,rv,Jill Stein,GRE,49.24518903300958,A+,2024-11-05,2024-10-07,2024-10-09,no
InsiderAdvantage,Texas,1058,Text,lv,Jill Stein,GRE,43.07965549498511,B,2024-11-05,2024-09-26,2024-10-08,no
InsiderAdvantage,Arizona,1152,Text,rv,Kamala Harris,DEM,55.69829846054236,A+,2024-11-05,2024-09-29,2024-10-10,yes
InsiderAdvantage,Pennsylvania,971,App Panel,lv,Donald Trump,REP,43.661645515176055,A,2024-11-05,2024-09-04,2024-10-10,no
ActiVote,Texas,1147,App Panel,lv,Donald Trump,REP,47.3358726535935,C,2024-11-05,2024-10-05,2024-10-10,no
ActiVote,Arizona,948,Online Panel,rv,Donald Trump,REP,50.359575921388974,A,2024-11-05,2024-10-01,2024-10-08,yes
InsiderAdvantage,Florida,959,App Panel,rv,Donald Trump,REP,50.5780097063435,A+,2024-11-05,2024-09-02,2024-10-09,yes
InsiderAdvantage,Florida,445,App Panel,rv,Donald Trump,REP,50.16107814196439,A,2024-11-05,2024-09-03,2024-10-09,yes
ActiVote,Texas,537,Online Panel,lv,Kamala Harris,DEM,46.22709000612063,A,2024-11-05,2024-09-24,2024-10-08,no
YouGov,Arizona,1236,App Panel,lv,Donald Trump,REP,52.33295966534378,B,2024-11-05,2024-10-07,2024-10-09,yes
YouGov,Florida,1338,Online Panel,lv,Jill Stein,GRE,50.626881528964375,A,2024-11-05,2024-09-17,2024-10-08,yes
InsiderAdvantage,Florida,868,Text,lv,Kamala Harris,DEM,44.15502793527433,C,2024-11-05,2024-10-04,2024-10-10,no
YouGov,Florida,499,Online Panel,rv,Donald Trump,REP,43.47358912661859,B,2024-11-05,2024-10-04,2024-10-09,no
ActiVote,Florida,1295,App Panel,rv,Donald Trump,REP,54.41624193934423,A+,2024-11-05,2024-10-05,2024-10-08,yes
InsiderAdvantage,Florida,1039,Text,rv,Kamala Harris,DEM,48.156412103380205,A+,2024-11-05,2024-09-26,2024-10-09,no
YouGov,Florida,1345,App Panel,rv,Kamala Harris,DEM,53.1474600526504,A,2024-11-05,2024-09-05,2024-10-09,yes
InsiderAdvantage,Arizona,1180,Online Panel,rv,Jill Stein,GRE,43.964272258773185,C,2024-11-05,2024-09-21,2024-10-10,no
YouGov,Texas,677,Online Panel,rv,Jill Stein,GRE,52.10363578368498,B,2024-11-05,2024-09-29,2024-10-10,yes
InsiderAdvantage,Pennsylvania,1018,App Panel,lv,Donald Trump,REP,45.92634025673101,A+,2024-11-05,2024-09-06,2024-10-10,no
InsiderAdvantage,Arizona,596,Online Panel,rv,Donald Trump,REP,47.94925788360249,A,2024-11-05,2024-09-16,2024-10-09,no
InsiderAdvantage,Pennsylvania,1197,Online Panel,rv,Donald Trump,REP,47.99609312895451,A,2024-11-05,2024-09-06,2024-10-08,no
InsiderAdvantage,Arizona,436,App Panel,lv,Kamala Harris,DEM,51.634138866459246,A+,2024-11-05,2024-09-19,2024-10-09,yes
ActiVote,Florida,816,Text,rv,Kamala Harris,DEM,50.386990414469786,C,2024-11-05,2024-10-05,2024-10-10,yes
ActiVote,Florida,1261,Online Panel,rv,Donald Trump,REP,53.38011520508128,A,2024-11-05,2024-09-18,2024-10-08,yes
ActiVote,Arizona,1052,App Panel,lv,Jill Stein,GRE,58.27530025799993,C,2024-11-05,2024-09-16,2024-10-09,yes
InsiderAdvantage,Arizona,882,App Panel,lv,Donald Trump,REP,52.65270195674122,A+,2024-11-05,2024-10-02,2024-10-10,yes
InsiderAdvantage,Texas,607,Text,lv,Jill Stein,GRE,48.00874717169805,C,2024-11-05,2024-09-15,2024-10-10,no
InsiderAdvantage,Texas,1102,Text,lv,Kamala Harris,DEM,53.58781279307121,C,2024-11-05,2024-09-09,2024-10-09,yes
YouGov,Texas,579,Online Panel,rv,Donald Trump,REP,58.867854736416916,A,2024-11-05,2024-09-25,2024-10-08,yes
InsiderAdvantage,Arizona,1063,Text,rv,Donald Trump,REP,47.37399754960963,B,2024-11-05,2024-09-25,2024-10-08,no
ActiVote,Texas,1390,Text,lv,Kamala Harris,DEM,48.965520331927884,A,2024-11-05,2024-09-17,2024-10-10,no
YouGov,Ohio,728,Online Panel,lv,Jill Stein,GRE,45.35951328251684,B,2024-11-05,2024-09-03,2024-10-09,no
YouGov,Florida,405,Online Panel,rv,Kamala Harris,DEM,57.94994846451694,B,2024-11-05,2024-09-15,2024-10-09,yes
ActiVote,Pennsylvania,1322,Online Panel,lv,Donald Trump,REP,47.93294096617593,A,2024-11-05,2024-09-11,2024-10-08,no
ActiVote,Florida,833,Online Panel,rv,Donald Trump,REP,46.179961956730665,B,2024-11-05,2024-09-07,2024-10-10,no
ActiVote,Arizona,460,Text,rv,Jill Stein,GRE,48.22063373690399,B,2024-11-05,2024-09-11,2024-10-09,no
ActiVote,Ohio,643,App Panel,rv,Jill Stein,GRE,48.9318409997886,C,2024-11-05,2024-09-02,2024-10-09,no
ActiVote,Texas,769,Text,rv,Donald Trump,REP,51.593694999117034,A,2024-11-05,2024-09-09,2024-10-08,yes
InsiderAdvantage,Pennsylvania,1329,Online Panel,rv,Kamala Harris,DEM,54.6553041351115,A+,2024-11-05,2024-09-28,2024-10-10,yes
ActiVote,Arizona,677,App Panel,lv,Kamala Harris,DEM,55.57193489826317,A,2024-11-05,2024-09-23,2024-10-09,yes
YouGov,Florida,1223,Text,rv,Jill Stein,GRE,49.312015637937286,B,2024-11-05,2024-10-07,2024-10-10,no
YouGov,Arizona,485,Online Panel,rv,Jill Stein,GRE,54.39039349059338,C,2024-11-05,2024-09-23,2024-10-09,yes
ActiVote,Ohio,419,Text,lv,Kamala Harris,DEM,53.679677038109304,B,2024-11-05,2024-09-20,2024-10-10,yes
ActiVote,Arizona,1473,App Panel,lv,Donald Trump,REP,50.863206115965546,A+,2024-11-05,2024-09-21,2024-10-09,yes
YouGov,Texas,796,Text,rv,Donald Trump,REP,50.280887627942626,A,2024-11-05,2024-09-13,2024-10-10,yes
YouGov,Ohio,1088,App Panel,lv,Kamala Harris,DEM,42.47902493266906,B,2024-11-05,2024-09-17,2024-10-09,no
InsiderAdvantage,Pennsylvania,887,Text,lv,Donald Trump,REP,54.673422179948716,C,2024-11-05,2024-09-11,2024-10-10,yes
ActiVote,Arizona,1145,Text,rv,Kamala Harris,DEM,44.77665327338015,B,2024-11-05,2024-09-02,2024-10-09,no
ActiVote,Arizona,1192,Text,rv,Kamala Harris,DEM,49.944349064037155,A+,2024-11-05,2024-10-01,2024-10-09,no
ActiVote,Pennsylvania,702,Text,lv,Kamala Harris,DEM,46.26731992074014,C,2024-11-05,2024-09-06,2024-10-09,no
YouGov,Florida,629,Online Panel,lv,Jill Stein,GRE,52.11212562597186,B,2024-11-05,2024-10-01,2024-10-10,yes
InsiderAdvantage,Florida,1274,App Panel,rv,Donald Trump,REP,42.38570481953042,A,2024-11-05,2024-09-17,2024-10-10,no
YouGov,Texas,616,Text,lv,Kamala Harris,DEM,49.56493750442369,C,2024-11-05,2024-09-30,2024-10-08,no
YouGov,Ohio,1192,App Panel,rv,Donald Trump,REP,49.945280662743855,A+,2024-11-05,2024-09-22,2024-10-10,no
YouGov,Pennsylvania,485,Online Panel,lv,Kamala Harris,DEM,47.057989644930984,B,2024-11-05,2024-09-11,2024-10-08,no
YouGov,Florida,722,App Panel,lv,Donald Trump,REP,60.20855877723086,C,2024-11-05,2024-10-03,2024-10-08,yes
YouGov,Texas,659,Online Panel,lv,Jill Stein,GRE,45.54947580911322,B,2024-11-05,2024-09-29,2024-10-08,no
InsiderAdvantage,Ohio,1066,Text,rv,Jill Stein,GRE,47.16052458004293,A+,2024-11-05,2024-09-19,2024-10-08,no
YouGov,Ohio,1010,Online Panel,rv,Jill Stein,GRE,48.295225250765924,C,2024-11-05,2024-10-01,2024-10-09,no
InsiderAdvantage,Texas,1420,Text,lv,Kamala Harris,DEM,45.723336959172855,B,2024-11-05,2024-09-12,2024-10-10,no
ActiVote,Ohio,433,Text,rv,Jill Stein,GRE,52.965658105092324,A+,2024-11-05,2024-10-01,2024-10-08,yes
ActiVote,Florida,689,Text,rv,Jill Stein,GRE,48.00488153378312,A+,2024-11-05,2024-09-18,2024-10-10,no
InsiderAdvantage,Arizona,1113,App Panel,rv,Jill Stein,GRE,45.89168125805064,A,2024-11-05,2024-09-19,2024-10-09,no
ActiVote,Arizona,640,Text,lv,Donald Trump,REP,52.56230400469083,C,2024-11-05,2024-09-14,2024-10-08,yes
YouGov,Arizona,481,Online Panel,rv,Jill Stein,GRE,49.03319604729365,A+,2024-11-05,2024-09-17,2024-10-09,no
YouGov,Arizona,568,Text,lv,Kamala Harris,DEM,47.51160106462314,C,2024-11-05,2024-09-13,2024-10-08,no
InsiderAdvantage,Pennsylvania,468,App Panel,lv,Kamala Harris,DEM,38.26977538063512,A,2024-11-05,2024-10-03,2024-10-09,no
ActiVote,Arizona,1327,App Panel,lv,Jill Stein,GRE,46.16741032507391,A+,2024-11-05,2024-09-16,2024-10-09,no
YouGov,Arizona,709,App Panel,lv,Donald Trump,REP,55.43812191681799,A+,2024-11-05,2024-09-30,2024-10-10,yes
InsiderAdvantage,Pennsylvania,1484,App Panel,lv,Jill Stein,GRE,43.93703352120536,A+,2024-11-05,2024-09-28,2024-10-09,no
ActiVote,Ohio,507,App Panel,lv,Kamala Harris,DEM,50.12460058759549,A,2024-11-05,2024-09-29,2024-10-09,yes
InsiderAdvantage,Arizona,589,Text,lv,Jill Stein,GRE,53.41363125328974,C,2024-11-05,2024-09-19,2024-10-09,yes
InsiderAdvantage,Florida,1204,App Panel,rv,Donald Trump,REP,44.97705516877164,A+,2024-11-05,2024-10-03,2024-10-08,no
YouGov,Ohio,852,Online Panel,lv,Donald Trump,REP,43.33073722177953,A+,2024-11-05,2024-09-03,2024-10-09,no
InsiderAdvantage,Pennsylvania,1329,Online Panel,rv,Donald Trump,REP,41.80451428745604,A,2024-11-05,2024-09-11,2024-10-09,no
InsiderAdvantage,Ohio,1445,Text,lv,Kamala Harris,DEM,47.392310253661,B,2024-11-05,2024-09-22,2024-10-10,no
InsiderAdvantage,Pennsylvania,1064,Online Panel,lv,Kamala Harris,DEM,42.95547550011029,C,2024-11-05,2024-09-09,2024-10-09,no
YouGov,Arizona,1010,Text,lv,Kamala Harris,DEM,44.87498905080106,C,2024-11-05,2024-09-03,2024-10-09,no
InsiderAdvantage,Texas,541,Online Panel,lv,Jill Stein,GRE,44.62245064084958,B,2024-11-05,2024-09-24,2024-10-10,no
InsiderAdvantage,Arizona,613,Online Panel,lv,Jill Stein,GRE,49.55880151607399,B,2024-11-05,2024-09-19,2024-10-09,no
ActiVote,Ohio,1193,Online Panel,rv,Donald Trump,REP,50.684403804673295,A,2024-11-05,2024-09-19,2024-10-08,yes
InsiderAdvantage,Pennsylvania,742,App Panel,lv,Donald Trump,REP,47.484394785540815,A,2024-11-05,2024-09-25,2024-10-10,no
ActiVote,Ohio,1406,App Panel,rv,Donald Trump,REP,50.74907268093065,A+,2024-11-05,2024-09-23,2024-10-09,yes
InsiderAdvantage,Pennsylvania,594,App Panel,lv,Jill Stein,GRE,44.346777788322726,A+,2024-11-05,2024-09-22,2024-10-08,no
YouGov,Ohio,1092,App Panel,lv,Kamala Harris,DEM,55.34679518233038,B,2024-11-05,2024-09-12,2024-10-10,yes
YouGov,Ohio,1032,Text,rv,Jill Stein,GRE,41.74463110920982,B,2024-11-05,2024-09-03,2024-10-08,no
InsiderAdvantage,Pennsylvania,611,App Panel,rv,Donald Trump,REP,46.80414124978637,A+,2024-11-05,2024-09-12,2024-10-10,no
ActiVote,Ohio,1241,Online Panel,lv,Donald Trump,REP,47.35112287358226,C,2024-11-05,2024-09-13,2024-10-08,no
InsiderAdvantage,Pennsylvania,829,Online Panel,rv,Kamala Harris,DEM,51.65769933533446,A+,2024-11-05,2024-10-05,2024-10-10,yes
YouGov,Florida,933,App Panel,lv,Kamala Harris,DEM,46.194868814689,A,2024-11-05,2024-09-28,2024-10-10,no
ActiVote,Pennsylvania,520,Text,lv,Donald Trump,REP,38.94469041304919,A,2024-11-05,2024-10-07,2024-10-09,no
InsiderAdvantage,Ohio,465,Online Panel,rv,Jill Stein,GRE,46.74380879859606,A+,2024-11-05,2024-09-16,2024-10-09,no
InsiderAdvantage,Arizona,1202,Text,rv,Donald Trump,REP,52.89614640526863,B,2024-11-05,2024-09-12,2024-10-10,yes
InsiderAdvantage,Florida,511,Text,lv,Jill Stein,GRE,46.40066969903752,B,2024-11-05,2024-09-11,2024-10-09,no
ActiVote,Pennsylvania,807,Online Panel,rv,Jill Stein,GRE,56.77097071678852,C,2024-11-05,2024-10-03,2024-10-10,yes
ActiVote,Arizona,1057,Online Panel,lv,Jill Stein,GRE,58.98161274197375,C,2024-11-05,2024-09-09,2024-10-10,yes
ActiVote,Ohio,413,Text,rv,Donald Trump,REP,43.5552528163317,C,2024-11-05,2024-10-01,2024-10-09,no
ActiVote,Texas,933,App Panel,lv,Jill Stein,GRE,50.550878731773665,A+,2024-11-05,2024-09-26,2024-10-08,yes
ActiVote,Ohio,682,Text,lv,Donald Trump,REP,46.677629847839924,B,2024-11-05,2024-09-28,2024-10-10,no
ActiVote,Texas,713,App Panel,lv,Donald Trump,REP,49.93129851151595,C,2024-11-05,2024-09-22,2024-10-10,no
ActiVote,Arizona,915,App Panel,lv,Kamala Harris,DEM,44.29254233827038,A,2024-11-05,2024-09-14,2024-10-10,no
ActiVote,Florida,1202,Online Panel,lv,Kamala Harris,DEM,48.23879000716008,B,2024-11-05,2024-09-14,2024-10-09,no
ActiVote,Pennsylvania,1332,Text,rv,Kamala Harris,DEM,46.225868489793655,A+,2024-11-05,2024-10-07,2024-10-08,no
ActiVote,Arizona,482,Online Panel,lv,Jill Stein,GRE,48.094334220598356,A+,2024-11-05,2024-09-10,2024-10-09,no
InsiderAdvantage,Florida,844,App Panel,rv,Jill Stein,GRE,48.70516025224252,B,2024-11-05,2024-10-05,2024-10-08,no
YouGov,Pennsylvania,1201,Online Panel,rv,Jill Stein,GRE,44.67974064230678,B,2024-11-05,2024-09-07,2024-10-08,no
YouGov,Texas,874,App Panel,rv,Donald Trump,REP,54.900621720331,A+,2024-11-05,2024-09-04,2024-10-09,yes
InsiderAdvantage,Florida,417,Text,lv,Kamala Harris,DEM,44.24019320111284,A+,2024-11-05,2024-09-15,2024-10-08,no
ActiVote,Arizona,1068,App Panel,rv,Donald Trump,REP,50.32570230392462,A+,2024-11-05,2024-09-05,2024-10-10,yes
ActiVote,Arizona,1434,Text,rv,Donald Trump,REP,52.167707427280185,C,2024-11-05,2024-09-06,2024-10-10,yes
YouGov,Arizona,421,App Panel,rv,Kamala Harris,DEM,51.09447030819466,B,2024-11-05,2024-09-09,2024-10-08,yes
InsiderAdvantage,Texas,882,Text,rv,Donald Trump,REP,52.866838628285805,B,2024-11-05,2024-09-16,2024-10-10,yes
YouGov,Ohio,1390,Text,lv,Jill Stein,GRE,47.37970302519111,C,2024-11-05,2024-09-09,2024-10-08,no
InsiderAdvantage,Ohio,923,App Panel,lv,Jill Stein,GRE,45.938209021448145,A+,2024-11-05,2024-09-07,2024-10-08,no
