"poll_id","pollster_id","pollster","numeric_grade","pollscore","methodology","transparency_score","sample_size","population","population_full","party","answer","pct","state","candidate_name","end_date","candidate_binary","num_supporters"
88242,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1082,"rv","rv","DEM","Harris",50,"Pennsylvania","Kamala Harris",2024-09-16,1,541
88242,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1082,"rv","rv","REP","Trump",46,"Pennsylvania","Donald Trump",2024-09-16,0,498
88242,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1082,"lv","lv","DEM","Harris",50,"Pennsylvania","Kamala Harris",2024-09-16,1,541
88242,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1082,"lv","lv","REP","Trump",46,"Pennsylvania","Donald Trump",2024-09-16,0,498
88242,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1082,"rv","rv","DEM","Harris",48,"Pennsylvania","Kamala Harris",2024-09-16,1,519
88242,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1082,"rv","rv","REP","Trump",45,"Pennsylvania","Donald Trump",2024-09-16,0,487
88242,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1082,"lv","lv","DEM","Harris",49,"Pennsylvania","Kamala Harris",2024-09-16,1,530
88242,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1082,"lv","lv","REP","Trump",45,"Pennsylvania","Donald Trump",2024-09-16,0,487
88184,458,"Suffolk",2.9,-1,"Live Phone",8,500,"lv","lv","DEM","Harris",48.6,"Pennsylvania","Kamala Harris",2024-09-14,1,243
88184,458,"Suffolk",2.9,-1,"Live Phone",8,500,"lv","lv","REP","Trump",45.6,"Pennsylvania","Donald Trump",2024-09-14,0,228
88187,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,890,"lv","lv","DEM","Harris",65.3,"Maryland","Kamala Harris",2024-09-13,1,581
88187,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,890,"lv","lv","REP","Trump",33.3,"Maryland","Donald Trump",2024-09-13,0,296
88188,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,850,"lv","lv","DEM","Harris",43.4,"Missouri","Kamala Harris",2024-09-13,1,369
88188,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,850,"lv","lv","REP","Trump",55.2,"Missouri","Donald Trump",2024-09-13,0,469
88189,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,1000,"lv","lv","DEM","Harris",40.7,"Indiana","Kamala Harris",2024-09-13,1,407
88189,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,1000,"lv","lv","REP","Trump",57.9,"Indiana","Donald Trump",2024-09-13,0,579
88170,568,"YouGov",3,-1.1,"Online Panel",9,1177,"rv","rv","DEM","Harris",50,"National","Kamala Harris",2024-09-13,1,588
88170,568,"YouGov",3,-1.1,"Online Panel",9,1177,"rv","rv","REP","Trump",45,"National","Donald Trump",2024-09-13,0,530
88170,568,"YouGov",3,-1.1,"Online Panel",9,1090,"lv","lv","DEM","Harris",50,"National","Kamala Harris",2024-09-13,1,545
88170,568,"YouGov",3,-1.1,"Online Panel",9,1090,"lv","lv","REP","Trump",46,"National","Donald Trump",2024-09-13,0,501
88170,568,"YouGov",3,-1.1,"Online Panel",9,1175,"rv","rv","DEM","Harris",48,"National","Kamala Harris",2024-09-13,1,564
88170,568,"YouGov",3,-1.1,"Online Panel",9,1175,"rv","rv","REP","Trump",44,"National","Donald Trump",2024-09-13,0,517
88170,568,"YouGov",3,-1.1,"Online Panel",9,1090,"lv","lv","DEM","Harris",49,"National","Kamala Harris",2024-09-13,1,534
88170,568,"YouGov",3,-1.1,"Online Panel",9,1090,"lv","lv","REP","Trump",45,"National","Donald Trump",2024-09-13,0,490
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,3276,"a","a","DEM","Harris",51,"National","Kamala Harris",2024-09-13,1,1671
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,3276,"a","a","REP","Trump",46,"National","Donald Trump",2024-09-13,0,1507
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2772,"rv","rv","DEM","Harris",51,"National","Kamala Harris",2024-09-13,1,1414
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2772,"rv","rv","REP","Trump",47,"National","Donald Trump",2024-09-13,0,1303
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2196,"lv","lv","DEM","Harris",52,"National","Kamala Harris",2024-09-13,1,1142
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2196,"lv","lv","REP","Trump",46,"National","Donald Trump",2024-09-13,0,1010
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,3276,"a","a","DEM","Harris",51,"National","Kamala Harris",2024-09-13,1,1671
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,3276,"a","a","REP","Trump",45,"National","Donald Trump",2024-09-13,0,1474
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2772,"rv","rv","DEM","Harris",50,"National","Kamala Harris",2024-09-13,1,1386
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2772,"rv","rv","REP","Trump",46,"National","Donald Trump",2024-09-13,0,1275
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2196,"lv","lv","DEM","Harris",51,"National","Kamala Harris",2024-09-13,1,1120
88177,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2196,"lv","lv","REP","Trump",46,"National","Donald Trump",2024-09-13,0,1010
88144,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,1405,"rv","rv","DEM","Harris",47,"National","Kamala Harris",2024-09-12,1,660
88144,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,1405,"rv","rv","REP","Trump",42,"National","Donald Trump",2024-09-12,0,590
88144,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,1690,"a","a","DEM","Harris",43,"National","Kamala Harris",2024-09-12,1,727
88144,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,1690,"a","a","REP","Trump",39,"National","Donald Trump",2024-09-12,0,659
88179,437,"Selzer",2.8,-1.2,"Live Phone",7.5,656,"lv","lv","DEM","Harris",43,"Iowa","Kamala Harris",2024-09-11,1,282
88179,437,"Selzer",2.8,-1.2,"Live Phone",7.5,656,"lv","lv","REP","Trump",47,"Iowa","Donald Trump",2024-09-11,0,308
88130,568,"YouGov",3,-1.1,"Online Panel",9,1464,"rv","rv","DEM","Harris",45,"National","Kamala Harris",2024-09-10,1,659
88130,568,"YouGov",3,-1.1,"Online Panel",9,1464,"rv","rv","REP","Trump",45,"National","Donald Trump",2024-09-10,0,659
88203,1308,"Data Orbital",2.9,-0.9,"Live Phone/Text-to-Web",10,550,"lv","lv","DEM","Harris",46,"Arizona","Kamala Harris",2024-09-09,1,253
88203,1308,"Data Orbital",2.9,-0.9,"Live Phone/Text-to-Web",10,550,"lv","lv","REP","Trump",46.2,"Arizona","Donald Trump",2024-09-09,0,254
88095,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,940,"lv","lv","DEM","Harris",49,"North Carolina","Kamala Harris",2024-09-08,1,461
88095,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,940,"lv","lv","REP","Trump",46,"North Carolina","Donald Trump",2024-09-08,0,432
88095,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,940,"lv","lv","DEM","Harris",50,"North Carolina","Kamala Harris",2024-09-08,1,470
88095,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,940,"lv","lv","REP","Trump",47,"North Carolina","Donald Trump",2024-09-08,0,442
88101,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,969,"lv","lv","DEM","Harris",45,"Georgia","Kamala Harris",2024-09-08,1,436
88101,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,969,"lv","lv","REP","Trump",49,"Georgia","Donald Trump",2024-09-08,0,475
88101,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,969,"lv","lv","DEM","Harris",46,"Georgia","Kamala Harris",2024-09-08,1,446
88101,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,969,"lv","lv","REP","Trump",49,"Georgia","Donald Trump",2024-09-08,0,475
88105,1460,"Washington Post/George Mason University",2.7,-0.8,"Live Phone/Text-to-Web",9,1005,"lv","lv","DEM","Harris",50,"Virginia","Kamala Harris",2024-09-08,1,502
88105,1460,"Washington Post/George Mason University",2.7,-0.8,"Live Phone/Text-to-Web",9,1005,"lv","lv","REP","Trump",42,"Virginia","Donald Trump",2024-09-08,0,422
88105,1460,"Washington Post/George Mason University",2.7,-0.8,"Live Phone/Text-to-Web",9,1005,"lv","lv","DEM","Harris",51,"Virginia","Kamala Harris",2024-09-08,1,513
88105,1460,"Washington Post/George Mason University",2.7,-0.8,"Live Phone/Text-to-Web",9,1005,"lv","lv","REP","Trump",43,"Virginia","Donald Trump",2024-09-08,0,432
88105,1460,"Washington Post/George Mason University",2.7,-0.8,"Live Phone/Text-to-Web",9,1005,"rv","rv","DEM","Harris",49,"Virginia","Kamala Harris",2024-09-08,1,492
88105,1460,"Washington Post/George Mason University",2.7,-0.8,"Live Phone/Text-to-Web",9,1005,"rv","rv","REP","Trump",42,"Virginia","Donald Trump",2024-09-08,0,422
88105,1460,"Washington Post/George Mason University",2.7,-0.8,"Live Phone/Text-to-Web",9,1005,"rv","rv","DEM","Harris",51,"Virginia","Kamala Harris",2024-09-08,1,513
88105,1460,"Washington Post/George Mason University",2.7,-0.8,"Live Phone/Text-to-Web",9,1005,"rv","rv","REP","Trump",43,"Virginia","Donald Trump",2024-09-08,0,432
88083,460,"SurveyUSA",2.8,-1.3,"Online Panel",8,676,"lv","lv","DEM","Harris",49,"North Carolina","Kamala Harris",2024-09-07,1,331
88083,460,"SurveyUSA",2.8,-1.3,"Online Panel",8,676,"lv","lv","REP","Trump",46,"North Carolina","Donald Trump",2024-09-07,0,311
88070,568,"YouGov",3,-1.1,"Online Panel",9,1077,"lv","lv","DEM","Harris",50,"Michigan","Kamala Harris",2024-09-06,1,538
88070,568,"YouGov",3,-1.1,"Online Panel",9,1077,"lv","lv","REP","Trump",49,"Michigan","Donald Trump",2024-09-06,0,528
88071,568,"YouGov",3,-1.1,"Online Panel",9,1078,"lv","lv","DEM","Harris",50,"Pennsylvania","Kamala Harris",2024-09-06,1,539
88071,568,"YouGov",3,-1.1,"Online Panel",9,1078,"lv","lv","REP","Trump",50,"Pennsylvania","Donald Trump",2024-09-06,0,539
88072,568,"YouGov",3,-1.1,"Online Panel",9,946,"lv","lv","DEM","Harris",51,"Wisconsin","Kamala Harris",2024-09-06,1,482
88072,568,"YouGov",3,-1.1,"Online Panel",9,946,"lv","lv","REP","Trump",49,"Wisconsin","Donald Trump",2024-09-06,0,464
88073,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1695,"lv","lv","DEM","Harris",47,"National","Kamala Harris",2024-09-06,1,797
88073,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1695,"lv","lv","REP","Trump",48,"National","Donald Trump",2024-09-06,0,814
88073,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1695,"lv","lv","DEM","Harris",45,"National","Kamala Harris",2024-09-06,1,763
88073,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1695,"lv","lv","REP","Trump",47,"National","Donald Trump",2024-09-06,0,797
88073,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1695,"rv","rv","DEM","Harris",46,"National","Kamala Harris",2024-09-06,1,780
88073,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1695,"rv","rv","REP","Trump",48,"National","Donald Trump",2024-09-06,0,814
88073,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1695,"rv","rv","DEM","Harris",44,"National","Kamala Harris",2024-09-06,1,746
88073,1424,"Siena/NYT",3,-1.5,"Live Phone",9,1695,"rv","rv","REP","Trump",46,"National","Donald Trump",2024-09-06,0,780
88063,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,815,"lv","lv","DEM","Harris",60.8,"California","Kamala Harris",2024-09-05,1,496
88063,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,815,"lv","lv","REP","Trump",38,"California","Donald Trump",2024-09-05,0,310
88064,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,815,"lv","lv","DEM","Harris",47.6,"Florida","Kamala Harris",2024-09-05,1,388
88064,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,815,"lv","lv","REP","Trump",51.1,"Florida","Donald Trump",2024-09-05,0,416
88065,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,845,"lv","lv","DEM","Harris",48,"Texas","Kamala Harris",2024-09-05,1,406
88065,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,845,"lv","lv","REP","Trump",50.9,"Texas","Donald Trump",2024-09-05,0,430
88066,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,945,"lv","lv","DEM","Harris",44.7,"Ohio","Kamala Harris",2024-09-05,1,422
88066,1102,"Emerson",2.9,-1.1,"Online Panel/Text-to-Web",7,945,"lv","lv","REP","Trump",54.3,"Ohio","Donald Trump",2024-09-05,0,513
88103,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text",7,1413,"rv","rv","DEM","Harris",49,"National","Kamala Harris",2024-09-05,1,692
88103,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text",7,1413,"rv","rv","REP","Trump",48,"National","Donald Trump",2024-09-05,0,678
88135,1075,"Marquette Law School",3,-1.1,"Live Phone/Email",10,822,"rv","rv","DEM","Harris",52,"Wisconsin","Kamala Harris",2024-09-05,1,427
88135,1075,"Marquette Law School",3,-1.1,"Live Phone/Email",10,822,"rv","rv","REP","Trump",48,"Wisconsin","Donald Trump",2024-09-05,0,395
88135,1075,"Marquette Law School",3,-1.1,"Live Phone/Email",10,738,"lv","lv","DEM","Harris",52,"Wisconsin","Kamala Harris",2024-09-05,1,384
88135,1075,"Marquette Law School",3,-1.1,"Live Phone/Email",10,738,"lv","lv","REP","Trump",48,"Wisconsin","Donald Trump",2024-09-05,0,354
88135,1075,"Marquette Law School",3,-1.1,"Live Phone/Email",10,822,"rv","rv","DEM","Harris",47,"Wisconsin","Kamala Harris",2024-09-05,1,386
88135,1075,"Marquette Law School",3,-1.1,"Live Phone/Email",10,822,"rv","rv","REP","Trump",43,"Wisconsin","Donald Trump",2024-09-05,0,353
88135,1075,"Marquette Law School",3,-1.1,"Live Phone/Email",10,738,"lv","lv","DEM","Harris",48,"Wisconsin","Kamala Harris",2024-09-05,1,354
88135,1075,"Marquette Law School",3,-1.1,"Live Phone/Email",10,738,"lv","lv","REP","Trump",43,"Wisconsin","Donald Trump",2024-09-05,0,317
88035,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,1000,"lv","lv","DEM","Harris",51.3,"National","Kamala Harris",2024-09-04,1,513
88035,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,1000,"lv","lv","REP","Trump",47.6,"National","Donald Trump",2024-09-04,0,476
88021,568,"YouGov",3,-1.1,"Online Panel",9,1389,"rv","rv","DEM","Harris",47,"National","Kamala Harris",2024-09-03,1,653
88021,568,"YouGov",3,-1.1,"Online Panel",9,1389,"rv","rv","REP","Trump",45,"National","Donald Trump",2024-09-03,0,625
88067,568,"YouGov",3,-1.1,"Online Panel",9,1200,"rv","rv","DEM","Harris",44,"Texas","Kamala Harris",2024-08-31,1,528
88067,568,"YouGov",3,-1.1,"Online Panel",9,1200,"rv","rv","REP","Trump",49,"Texas","Donald Trump",2024-08-31,0,588
88067,568,"YouGov",3,-1.1,"Online Panel",9,1200,"rv","rv","DEM","Harris",44,"Texas","Kamala Harris",2024-08-31,1,528
88067,568,"YouGov",3,-1.1,"Online Panel",9,1200,"rv","rv","REP","Trump",49,"Texas","Donald Trump",2024-08-31,0,588
87988,460,"SurveyUSA",2.8,-1.3,"Online Panel",8,635,"lv","lv","DEM","Harris",48,"Minnesota","Kamala Harris",2024-08-29,1,305
87988,460,"SurveyUSA",2.8,-1.3,"Online Panel",8,635,"lv","lv","REP","Trump",43,"Minnesota","Donald Trump",2024-08-29,0,273
88015,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,682,"lv","lv","DEM","Harris",44,"Arizona","Kamala Harris",2024-08-29,1,300
88015,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,682,"lv","lv","REP","Trump",49,"Arizona","Donald Trump",2024-08-29,0,334
88016,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,617,"lv","lv","DEM","Harris",48,"Georgia","Kamala Harris",2024-08-29,1,296
88016,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,617,"lv","lv","REP","Trump",47,"Georgia","Donald Trump",2024-08-29,0,290
88017,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,708,"lv","lv","DEM","Harris",48,"Michigan","Kamala Harris",2024-08-29,1,340
88017,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,708,"lv","lv","REP","Trump",43,"Michigan","Donald Trump",2024-08-29,0,304
88018,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,626,"lv","lv","DEM","Harris",48,"Nevada","Kamala Harris",2024-08-29,1,300
88018,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,626,"lv","lv","REP","Trump",47,"Nevada","Donald Trump",2024-08-29,0,294
88019,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,789,"lv","lv","DEM","Harris",47,"Pennsylvania","Kamala Harris",2024-08-29,1,371
88019,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,789,"lv","lv","REP","Trump",47,"Pennsylvania","Donald Trump",2024-08-29,0,371
88020,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,976,"lv","lv","DEM","Harris",50,"Wisconsin","Kamala Harris",2024-08-29,1,488
88020,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,976,"lv","lv","REP","Trump",44,"Wisconsin","Donald Trump",2024-08-29,0,429
87935,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,720,"lv","lv","DEM","Harris",47.5,"Arizona","Kamala Harris",2024-08-28,1,342
87935,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,720,"lv","lv","REP","Trump",51.2,"Arizona","Donald Trump",2024-08-28,0,369
87936,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,800,"lv","lv","DEM","Harris",51.2,"Michigan","Kamala Harris",2024-08-28,1,410
87936,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,800,"lv","lv","REP","Trump",47.6,"Michigan","Donald Trump",2024-08-28,0,381
87937,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,1168,"lv","lv","DEM","Harris",49.4,"Nevada","Kamala Harris",2024-08-28,1,577
87937,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,1168,"lv","lv","REP","Trump",48.8,"Nevada","Donald Trump",2024-08-28,0,570
87938,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,950,"lv","lv","DEM","Harris",49.4,"Pennsylvania","Kamala Harris",2024-08-28,1,469
87938,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,950,"lv","lv","REP","Trump",49.4,"Pennsylvania","Donald Trump",2024-08-28,0,469
87939,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,850,"lv","lv","DEM","Harris",49.1,"Wisconsin","Kamala Harris",2024-08-28,1,417
87939,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,850,"lv","lv","REP","Trump",49.8,"Wisconsin","Donald Trump",2024-08-28,0,423
87943,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,775,"lv","lv","DEM","Harris",49,"North Carolina","Kamala Harris",2024-08-28,1,380
87943,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,775,"lv","lv","REP","Trump",49.9,"North Carolina","Donald Trump",2024-08-28,0,387
87944,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,800,"lv","lv","DEM","Harris",50.1,"Georgia","Kamala Harris",2024-08-28,1,401
87944,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,800,"lv","lv","REP","Trump",49,"Georgia","Donald Trump",2024-08-28,0,392
87945,458,"Suffolk",2.9,-1,"Live Phone",8,1000,"lv","lv","DEM","Harris",47.6,"National","Kamala Harris",2024-08-28,1,476
87945,458,"Suffolk",2.9,-1,"Live Phone",8,1000,"lv","lv","REP","Trump",43.3,"National","Donald Trump",2024-08-28,0,433
87946,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,3562,"rv","rv","DEM","Harris",44,"National","Kamala Harris",2024-08-28,1,1567
87946,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,3562,"rv","rv","REP","Trump",40,"National","Donald Trump",2024-08-28,0,1425
87946,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,4253,"a","a","DEM","Harris",41,"National","Kamala Harris",2024-08-28,1,1744
87946,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,4253,"a","a","REP","Trump",38,"National","Donald Trump",2024-08-28,0,1616
87946,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,3562,"rv","rv","DEM","Harris",45,"National","Kamala Harris",2024-08-28,1,1603
87946,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,3562,"rv","rv","REP","Trump",41,"National","Donald Trump",2024-08-28,0,1460
87946,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,4253,"a","a","DEM","Harris",40,"National","Kamala Harris",2024-08-28,1,1701
87946,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,4253,"a","a","REP","Trump",36,"National","Donald Trump",2024-08-28,0,1531
87920,568,"YouGov",3,-1.1,"Online Panel",9,1368,"rv","rv","DEM","Harris",47,"National","Kamala Harris",2024-08-27,1,643
87920,568,"YouGov",3,-1.1,"Online Panel",9,1368,"rv","rv","REP","Trump",45,"National","Donald Trump",2024-08-27,0,616
87949,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1611,"lv","lv","DEM","Harris",49,"National","Kamala Harris",2024-08-27,1,789
87949,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1611,"lv","lv","REP","Trump",47,"National","Donald Trump",2024-08-27,0,757
87949,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1611,"lv","lv","DEM","Harris",49,"National","Kamala Harris",2024-08-27,1,789
87949,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1611,"lv","lv","REP","Trump",48,"National","Donald Trump",2024-08-27,0,773
87999,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2496,"a","a","DEM","Harris",50,"National","Kamala Harris",2024-08-27,1,1248
87999,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2496,"a","a","REP","Trump",46,"National","Donald Trump",2024-08-27,0,1148
87999,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2496,"a","a","DEM","Harris",49,"National","Kamala Harris",2024-08-27,1,1223
87999,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,2496,"a","a","REP","Trump",45,"National","Donald Trump",2024-08-27,0,1123
88000,460,"SurveyUSA",2.8,-1.3,"IVR/Online Panel/Text-to-Web",8,1293,"rv","rv","DEM","Harris",37,"Nebraska","Kamala Harris",2024-08-27,1,478
88000,460,"SurveyUSA",2.8,-1.3,"IVR/Online Panel/Text-to-Web",8,1293,"rv","rv","REP","Trump",54,"Nebraska","Donald Trump",2024-08-27,0,698
88001,460,"SurveyUSA",2.8,-1.3,"IVR/Online Panel/Text-to-Web",8,507,"rv","rv","DEM","Harris",47,"Nebraska CD-2","Kamala Harris",2024-08-27,1,238
88001,460,"SurveyUSA",2.8,-1.3,"IVR/Online Panel/Text-to-Web",8,507,"rv","rv","REP","Trump",42,"Nebraska CD-2","Donald Trump",2024-08-27,0,213
87930,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1014,"rv","rv","DEM","Harris",48,"Arizona","Kamala Harris",2024-08-26,1,487
87930,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1014,"rv","rv","REP","Trump",47,"Arizona","Donald Trump",2024-08-26,0,477
87930,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1014,"rv","rv","DEM","Harris",50,"Arizona","Kamala Harris",2024-08-26,1,507
87930,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1014,"rv","rv","REP","Trump",49,"Arizona","Donald Trump",2024-08-26,0,497
87931,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1014,"rv","rv","DEM","Harris",48,"Georgia","Kamala Harris",2024-08-26,1,487
87931,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1014,"rv","rv","REP","Trump",46,"Georgia","Donald Trump",2024-08-26,0,466
87931,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1014,"rv","rv","DEM","Harris",50,"Georgia","Kamala Harris",2024-08-26,1,507
87931,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1014,"rv","rv","REP","Trump",48,"Georgia","Donald Trump",2024-08-26,0,487
87932,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1026,"rv","rv","DEM","Harris",48,"Nevada","Kamala Harris",2024-08-26,1,492
87932,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1026,"rv","rv","REP","Trump",46,"Nevada","Donald Trump",2024-08-26,0,472
87932,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1026,"rv","rv","DEM","Harris",50,"Nevada","Kamala Harris",2024-08-26,1,513
87932,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1026,"rv","rv","REP","Trump",48,"Nevada","Donald Trump",2024-08-26,0,492
87933,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,999,"rv","rv","DEM","Harris",47,"North Carolina","Kamala Harris",2024-08-26,1,470
87933,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,999,"rv","rv","REP","Trump",48,"North Carolina","Donald Trump",2024-08-26,0,480
87933,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,999,"rv","rv","DEM","Harris",49,"North Carolina","Kamala Harris",2024-08-26,1,490
87933,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,999,"rv","rv","REP","Trump",50,"North Carolina","Donald Trump",2024-08-26,0,500
87918,568,"YouGov",3,-1.1,"Online Panel",9,1194,"rv","rv","DEM","Harris",46,"National","Kamala Harris",2024-08-26,1,549
87918,568,"YouGov",3,-1.1,"Online Panel",9,1194,"rv","rv","REP","Trump",45,"National","Donald Trump",2024-08-26,0,537
87918,568,"YouGov",3,-1.1,"Online Panel",9,1197,"rv","rv","DEM","Harris",47,"National","Kamala Harris",2024-08-26,1,563
87918,568,"YouGov",3,-1.1,"Online Panel",9,1197,"rv","rv","REP","Trump",46,"National","Donald Trump",2024-08-26,0,551
87918,568,"YouGov",3,-1.1,"Online Panel",9,1788,"a","a","DEM","Harris",39,"National","Kamala Harris",2024-08-26,1,697
87918,568,"YouGov",3,-1.1,"Online Panel",9,1788,"a","a","REP","Trump",36,"National","Donald Trump",2024-08-26,0,644
